200
0.024672   0.000000   0.000000
0.024174   -0.000298   0.000000
0.023675   -0.000587   0.000000
0.023177   -0.000868   0.000000
0.022678   -0.001142   0.000000
0.022180   -0.001408   0.000000
0.021682   -0.001666   0.000000
0.021183   -0.001917   0.000000
0.020685   -0.002161   0.000000
0.020186   -0.002398   0.000000
0.019688   -0.002627   0.000000
0.019189   -0.002850   0.000000
0.018691   -0.003066   0.000000
0.018193   -0.003275   0.000000
0.017694   -0.003478   0.000000
0.017196   -0.003674   0.000000
0.016697   -0.003864   0.000000
0.016199   -0.004047   0.000000
0.015700   -0.004224   0.000000
0.015202   -0.004395   0.000000
0.014704   -0.004560   0.000000
0.014205   -0.004718   0.000000
0.013707   -0.004871   0.000000
0.013208   -0.005018   0.000000
0.012710   -0.005159   0.000000
0.012211   -0.005294   0.000000
0.011713   -0.005423   0.000000
0.011215   -0.005547   0.000000
0.010716   -0.005664   0.000000
0.010218   -0.005777   0.000000
0.009719   -0.005883   0.000000
0.009221   -0.005984   0.000000
0.008722   -0.006080   0.000000
0.008224   -0.006170   0.000000
0.007726   -0.006255   0.000000
0.007227   -0.006334   0.000000
0.006729   -0.006408   0.000000
0.006230   -0.006476   0.000000
0.005732   -0.006539   0.000000
0.005233   -0.006597   0.000000
0.004735   -0.006649   0.000000
0.004237   -0.006696   0.000000
0.003738   -0.006738   0.000000
0.003240   -0.006775   0.000000
0.002741   -0.006806   0.000000
0.002243   -0.006832   0.000000
0.001744   -0.006853   0.000000
0.001246   -0.006869   0.000000
0.000748   -0.006879   0.000000
0.000249   -0.006885   0.000000
-0.000249   -0.006885   0.000000
-0.000748   -0.006879   0.000000
-0.001246   -0.006869   0.000000
-0.001744   -0.006853   0.000000
-0.002243   -0.006832   0.000000
-0.002741   -0.006806   0.000000
-0.003240   -0.006775   0.000000
-0.003738   -0.006738   0.000000
-0.004237   -0.006696   0.000000
-0.004735   -0.006649   0.000000
-0.005233   -0.006597   0.000000
-0.005732   -0.006539   0.000000
-0.006230   -0.006476   0.000000
-0.006729   -0.006408   0.000000
-0.007227   -0.006334   0.000000
-0.007726   -0.006255   0.000000
-0.008224   -0.006170   0.000000
-0.008722   -0.006080   0.000000
-0.009221   -0.005984   0.000000
-0.009719   -0.005883   0.000000
-0.010218   -0.005777   0.000000
-0.010716   -0.005664   0.000000
-0.011215   -0.005547   0.000000
-0.011713   -0.005423   0.000000
-0.012211   -0.005294   0.000000
-0.012710   -0.005159   0.000000
-0.013208   -0.005018   0.000000
-0.013707   -0.004871   0.000000
-0.014205   -0.004718   0.000000
-0.014704   -0.004560   0.000000
-0.015202   -0.004395   0.000000
-0.015700   -0.004224   0.000000
-0.016199   -0.004047   0.000000
-0.016697   -0.003864   0.000000
-0.017196   -0.003674   0.000000
-0.017694   -0.003478   0.000000
-0.018193   -0.003275   0.000000
-0.018691   -0.003066   0.000000
-0.019189   -0.002850   0.000000
-0.019688   -0.002627   0.000000
-0.020186   -0.002398   0.000000
-0.020685   -0.002161   0.000000
-0.021183   -0.001917   0.000000
-0.021682   -0.001666   0.000000
-0.022180   -0.001408   0.000000
-0.022678   -0.001142   0.000000
-0.023177   -0.000868   0.000000
-0.023675   -0.000587   0.000000
-0.024174   -0.000298   0.000000
-0.024672   0.000000   0.000000
-0.024672   0.000000   0.000000
-0.024174   -0.000078   0.000000
-0.023675   -0.000155   0.000000
-0.023177   -0.000231   0.000000
-0.022678   -0.000304   0.000000
-0.022180   -0.000376   0.000000
-0.021682   -0.000446   0.000000
-0.021183   -0.000515   0.000000
-0.020685   -0.000582   0.000000
-0.020186   -0.000648   0.000000
-0.019688   -0.000711   0.000000
-0.019189   -0.000774   0.000000
-0.018691   -0.000834   0.000000
-0.018193   -0.000893   0.000000
-0.017694   -0.000950   0.000000
-0.017196   -0.001006   0.000000
-0.016697   -0.001060   0.000000
-0.016199   -0.001113   0.000000
-0.015700   -0.001164   0.000000
-0.015202   -0.001213   0.000000
-0.014704   -0.001261   0.000000
-0.014205   -0.001307   0.000000
-0.013707   -0.001351   0.000000
-0.013208   -0.001394   0.000000
-0.012710   -0.001435   0.000000
-0.012211   -0.001475   0.000000
-0.011713   -0.001513   0.000000
-0.011215   -0.001550   0.000000
-0.010716   -0.001585   0.000000
-0.010218   -0.001618   0.000000
-0.009719   -0.001650   0.000000
-0.009221   -0.001680   0.000000
-0.008722   -0.001708   0.000000
-0.008224   -0.001735   0.000000
-0.007726   -0.001761   0.000000
-0.007227   -0.001784   0.000000
-0.006729   -0.001807   0.000000
-0.006230   -0.001827   0.000000
-0.005732   -0.001846   0.000000
-0.005233   -0.001864   0.000000
-0.004735   -0.001879   0.000000
-0.004237   -0.001894   0.000000
-0.003738   -0.001906   0.000000
-0.003240   -0.001917   0.000000
-0.002741   -0.001927   0.000000
-0.002243   -0.001935   0.000000
-0.001744   -0.001941   0.000000
-0.001246   -0.001946   0.000000
-0.000748   -0.001949   0.000000
-0.000249   -0.001951   0.000000
0.000249   -0.001951   0.000000
0.000748   -0.001949   0.000000
0.001246   -0.001946   0.000000
0.001744   -0.001941   0.000000
0.002243   -0.001935   0.000000
0.002741   -0.001927   0.000000
0.003240   -0.001917   0.000000
0.003738   -0.001906   0.000000
0.004237   -0.001894   0.000000
0.004735   -0.001879   0.000000
0.005233   -0.001864   0.000000
0.005732   -0.001846   0.000000
0.006230   -0.001827   0.000000
0.006729   -0.001807   0.000000
0.007227   -0.001784   0.000000
0.007726   -0.001761   0.000000
0.008224   -0.001735   0.000000
0.008722   -0.001708   0.000000
0.009221   -0.001680   0.000000
0.009719   -0.001650   0.000000
0.010218   -0.001618   0.000000
0.010716   -0.001585   0.000000
0.011215   -0.001550   0.000000
0.011713   -0.001513   0.000000
0.012211   -0.001475   0.000000
0.012710   -0.001435   0.000000
0.013208   -0.001394   0.000000
0.013707   -0.001351   0.000000
0.014205   -0.001307   0.000000
0.014704   -0.001261   0.000000
0.015202   -0.001213   0.000000
0.015700   -0.001164   0.000000
0.016199   -0.001113   0.000000
0.016697   -0.001060   0.000000
0.017196   -0.001006   0.000000
0.017694   -0.000950   0.000000
0.018193   -0.000893   0.000000
0.018691   -0.000834   0.000000
0.019189   -0.000774   0.000000
0.019688   -0.000711   0.000000
0.020186   -0.000648   0.000000
0.020685   -0.000582   0.000000
0.021183   -0.000515   0.000000
0.021682   -0.000446   0.000000
0.022180   -0.000376   0.000000
0.022678   -0.000304   0.000000
0.023177   -0.000231   0.000000
0.023675   -0.000155   0.000000
0.024174   -0.000078   0.000000
0.024672   0.000000   0.000000
